phi,theta,m2,information
0.0,1.1824605682261582,0.3771815508046604,0.18818616572645655
0.0,1.1868238913561442,0.3793624370878127,0.18792919517356924
0.0,1.19118721448613,0.381541994530368,0.18767211703043035
0.0,1.1955505376161157,0.38371955921801576,0.18741500966627858
0.0,1.1999138607461015,0.3858944678434574,0.18715795170147645
0.0,1.2042771838760873,0.3880660579084567,0.18690102198402242
0.0,1.2086405070060733,0.3902336679256435,0.186644299565696
0.0,1.213003830136059,0.3923966376200082,0.18638786367784202
0.0,1.2173671532660448,0.3945543081300289,0.18613179370679722
0.0,1.2217304763960306,0.39670602220836615,0.1858761691689675
0.0,1.2260937995260166,0.39885112442206816,0.18562106968555933
0.0,1.2304571226560024,0.40098896135221995,0.1853665749569744
0.0,1.2348204457859882,0.40311888179298305,0.18511276473687274
0.0,1.239183768915974,0.4052402369499585,0.18485971880591356
0.0,1.2435470920459597,0.4073523806378151,0.18460751694518057
0.0,1.2479104151759457,0.4094546694771249,0.184356238909302
0.0,1.2522737383059315,0.41154646309034215,0.18410596439927307
0.0,1.2566370614359172,0.4136271242968683,0.18385677303499154
0.0,1.261000384565903,0.4156960193071446,0.18360874432751653
0.0,1.265363707695889,0.41775251791570867,0.1833619576510607
0.0,1.2697270308258748,0.41979599369316256,0.18311649221472814
0.0,1.2740903539558606,0.4218258241769891,0.18287242703400863
0.0,1.2784536770858463,0.42384139106115915,0.18262984090204146
0.0,1.2828170002158321,0.425842080384475,0.1823888123606611
0.0,1.2871803233458181,0.4278272827175875,0.18214941967123843
0.0,1.2915436464758039,0.42979639334863473,0.18191174078533096
0.0,1.2959069696057897,0.43174881246744334,0.18167585331515687
0.0,1.3002702927357754,0.4336839453482363,0.18144183450390716
0.0,1.3046336158657614,0.43560120253079226,0.18120976119591173
0.0,1.3089969389957472,0.4375000000000001,0.18097970980667477
0.0,1.313360262125733,0.4393797593637569,0.18075175629279622
0.0,1.3177235852557188,0.4412399080291506,0.18052597612179547
0.0,1.3220869083857045,0.4430798793768784,0.18030244424185496
0.0,1.3264502315156905,0.4448991129338433,0.18008123505150084
0.0,1.3308135546456763,0.44669705454388076,0.17986242236923927
0.0,1.335176877775662,0.44847315653655906,0.17964607940316654
0.0,1.3395402009056478,0.45022687789400606,0.17943227872057144
0.0,1.3439035240356338,0.4519576844157073,0.17922109221755
0.0,1.3482668471656196,0.4536650488812296,0.17901259108865158
0.0,1.3526301702956054,0.45534845121081746,0.17880684579657602
0.0,1.3569934934255912,0.45700737862381346,0.17860392604194295
0.0,1.361356816555577,0.45864132579485717,0.17840390073315313
0.0,1.365720139685563,0.46024979500781227,0.1782068379563625
0.0,1.3700834628155487,0.46183229630737466,0.17801280494559107
0.0,1.3744467859455345,0.46338834764831843,0.17782186805298683
0.0,1.3788101090755203,0.4649174750423314,0.17763409271926667
0.0,1.3831734322055063,0.4664192127023964,0.17744954344435654
